Name,Score
Kathy Lawson,74
Nicholas Ross,54
Roger Buck,82
Heather Cobb,62
Danielle Peterson DDS,82
Frank Stark,99
Luis Barnett,97
Joseph Johnson,78
Jeff Garner,69
Anne Wright,93
Russell Frye,80
Brandon Sims,66
Matthew Brown,91
Ronald Walsh,63
Robert Nash,100
Melanie Cooley,54
Mark Ray,91
Mr. Jonathan Wilson,76
Terri Patterson,80
Veronica Morrison,82
Patricia Collins,79
Larry Thompson,84
Jorge Mendoza,59
Anthony Stewart,85
Jason Sullivan,54
Sandra Lopez,100
Ryan Wheeler,95
Megan Thompson,100
Timothy Knox,64
Debra Morales,83
Madison Burgess,54
Kimberly Bates,84
Jennifer Gutierrez,98
Mark Coleman,87
Allison Hunt,75
Amy Patterson,79
Katherine Massey,88
Theodore Hanson,93
Noah Harrington,85
Cindy Boyer,65
Leslie Hubbard,65
Mrs. Grace Lin,69
Kenneth Jones,60
Anna Howard,76
Timothy Singh,56
Colin Craig,84
Ricardo Johnson,57
Sharon Moody,50
Carrie Harrison,70
Tiffany Brown,52
Joseph Davidson,84
Richard Morrow,77
Troy Vaughan,54
Robert Barajas,57
Dana Barber,90
Edward Smith,80
Lisa Gonzales,57
Gary Harris,54
Courtney Aguilar,79
Marcus Howell,78
Morgan Jackson,85
Rachel Daniels,83
Robert Choi,69
Kelsey Martinez,53
Kelly Johnson,61
Michele Carr,68
Jeffrey Hill,50
Tammy Jimenez,63
Jason Boyer DDS,89
Jordan Rodgers,73
Stephen Townsend,67
Russell Morris,100
Bobby Wilson,96
Daniel Morales,85
Zachary Lambert,84
Ryan Hart,95
Jennifer Gamble DDS,86
Michael Baker,66
Donna Walton,74
Andrew Kelly,67
William Green,74
Deborah Long,79
Seth Hunt,89
Nancy Smith,81
Deborah Koch,61
Ronald Reed,66
Theodore Scott,50
Eddie Olson,100
Jason Bowen,58
Maureen Cisneros,74
Jacob Brown,58
William Johnson,60
Tony Green,79
Anna Vargas,87
Tami Brady,87
David Hall,93
Jay Williams,70
Derrick Little,82
Jennifer Allen,61
Antonio Spears,53
Jamie Riley,58
Rachel Peters,72
Jaime Wright,53
Teresa Jacobs,73
Ryan Stewart,81
Zachary Turner,72
Barry Griffith,57
Mr. James Walker,88
Paul Larson,93
Amy Garner,51
Katie Christensen,57
Richard Castillo,68
Nicholas Ellis,50
Cynthia Dominguez,100
Charles Velez,63
Michael Vazquez,88
Scott Allen,58
Julian Estrada,69
Linda Preston,88
Heather Anthony,83
Melinda Brown,50
Brian Robinson,100
Benjamin Vaughn,94
Kimberly Dorsey,64
Maria Atkinson,51
Ralph Ramsey,88
Blake Patel,77
Maria Joseph,69
Scott Hill,50
Ryan Phillips,84
Kyle Johnson MD,81
Patrick Green,80
Christopher Young,85
Monica Hamilton,80
Elizabeth Hunt,85
Rebecca Smith,61
Autumn Ruiz,85
James Perkins,82
Randy Guerrero,70
Eric Zimmerman,75
Mr. Shaun Kennedy,62
William Ibarra,72
Ann Mendoza,57
Dominique Reeves,60
Thomas Walker,93
Doris Robertson,84
Gary Sexton,85
Ryan Martinez,61
Erin Kane,87
Shari Smith,69
Jessica Colon,55
David Cook,73
Stephen Simmons,97
Miguel Hall,51
Heather Hall,56
Jennifer Mitchell,84
Aaron Chapman,76
Katherine Gray,63
Sean Dixon,83
Tim Martin,92
Stephen Hunt,87
Vanessa Cook,72
Kristine Oliver,92
Tina Russo,52
Wendy Valdez,94
Luis French,93
Brian Pena,85
Teresa Newman,67
Cheryl Howard,52
Timothy Schwartz,57
William Peck,86
Jessica Payne,86
Gary Cook,75
Andrea Miller,86
Craig Glass,78
Joseph Ward,92
Erin Bryant,78
Eric Hernandez,56
Kyle Green,90
William Brown,53
Tamara Bailey,57
Dr. Amy Powers,91
Jasmine Garcia,60
Stacey Perez,94
Kevin Burns,74
Benjamin Ramirez,96
Daniel Thomas,50
Hayley Collins,56
William Rodriguez,76
Michelle Bell,70
Elizabeth Jones,63
Patricia Serrano,73
Victoria Dawson,69
Timothy Castro,57
Jason Pena,63
Nicholas Perry,89
Kathy Meyer,53
Hannah Brown,93
Angela Peters MD,60
Sara Williamson,54
Thomas Martin,64
Jessica Parks,69
Diana Oconnor,63
Jacqueline Munoz,85
Joyce Guerrero,88
Sandra Johnson,88
Kenneth Garcia,90
John Morrow,77
Kurt Price,67
Ashley Erickson,74
Christopher Hall,51
Diane Gonzales,58
Holly Bennett,56
Nicholas George II,81
Christine Vargas DVM,90
Angela Ross,50
Claire Williams,91
Richard Cox,70
Brandon Taylor,74
Charles Garrett,94
Michael Hernandez,83
Todd Chavez,90
Christopher Harmon,91
Eric Pena,85
Lisa Woods,51
Marisa Stewart,64
John Walker,96
Elizabeth Pittman DDS,78
Timothy Arnold,54
David Lindsey,67
Bryce Cameron,61
Jordan Martinez,72
Todd Levine,73
Jessica Valdez,83
Isaiah Strickland,79
Susan Gray,88
Kurt Lopez,98
Matthew Sutton,98
Julie Edwards,94
Carrie Lee,93
Lawrence Cooper,53
Rachel Holloway,68
Miss Teresa Daniels,53
Briana Hendrix,73
Sandra Suarez,96
Alyssa Grant,81
Jerry Tran,72
Lindsey Morris,87
Logan Hill,78
Donald Hopkins,87
Sarah Jimenez,59
Cynthia Sanchez,100
Fernando Beasley,68
Michael Mills,53
Sara Anderson,67
Kimberly Lyons,81
Sarah Petty,76
Madison Smith,84
Jonathan Gutierrez,83
Taylor Patel,66
Kevin Garrett,73
James Parker,81
Anthony Hall,89
Joshua Espinoza,75
Mary Anderson,66
Nathan Schmidt,65
Kevin Williams,71
Nicole Mayo,57
Christopher Brown,71
Charles Sullivan,61
James Graham,63
Patrick Ingram,58
Eric Ward,83
Taylor Martinez,87
Angela Robinson,60
Andrea Wolf,52
Brent Ferguson,53
Christopher Morgan,77
Dr. Shane Strickland,75
Anthony Lopez,99
Kristina Burton,52
Danielle Maldonado,79
Casey Johnson,63
Justin Johnson,54
Sarah Rosales,71
Heather Shaffer,96
Brian Mercado,60
Michelle Bonilla,83
Adam Henderson,66
Cynthia Wong,78
Eugene Waters,99
Brittney Jacobs,52
Joseph Howell,50
Ronald Robinson,91
Kimberly Vaughn,93
Paul Fischer,64
Sherry Kirk,76
Patrick Hall,67
Robert Jones,52
Elizabeth Hamilton,60
Jeffrey Hudson,59
Mr. Taylor Byrd MD,66
Darren Ross,92
Kevin Carpenter,95
Jason West,59
Jeremy Alvarez,50
Morgan Nunez,96
James Lyons,99
Sherry Thomas,64
Tom Moody,99
Julia Jordan,50
Matthew Bauer,50
Angela Stephenson,77
Jesse Hughes,91
Austin Mann,69
Emily Garcia,64
Holly Phelps DVM,83
Maria Gutierrez,93
Jonathan Anderson,66
Yolanda Hoffman,54
Robert Jones,68
Amber Adams,95
John Lee,74
Megan Wise,89
Kellie Holland,67
Michael Gross,52
Zachary White,96
Jackson Bailey,77
Christopher Avery,99
Billy Combs,78
Matthew Marshall,58
Mrs. Molly Owens,77
Joshua Shaffer,72
David Wilkinson,96
David Cooper,99
Mary Schaefer,71
Matthew Pena,64
Steven Bright,54
Elizabeth Padilla,91
Robin Terrell,50
Steven Hill,82
Scott French,87
Adam Griffith,50
Deborah Keller,59
Angela Gutierrez,79
Nancy Kim MD,83
Nicole Luna,93
Alison Villegas,92
Pamela King,81
Adam Marshall,71
Lawrence Hatfield,54
Alexander Baker,54
Renee Ingram,97
Glenn Brown,62
Danielle Todd,66
Nicholas Aguilar,78
Sandra Robinson,50
Michael Jones,94
Robin Vega,78
Dominic Mills,80
Michael Garcia,75
James Norton,69
James Williams,89
Marilyn Garcia,62
Nancy Howell,61
Jordan Horton,91
Kathleen Schmidt,67
Mary Reese,99
Susan Robinson,63
Lauren Sullivan,52
Steven Gutierrez,58
Evan Shields,83
Kayla Hill,71
Zachary Gomez,96
Cynthia Baker,67
Felicia Jenkins,83
James Shaw,77
Ruben Wright,90
Karen Baldwin,100
Vanessa Davidson,94
Maria Singh,59
Crystal Casey,56
Robert Saunders,95
Melissa Coleman,95
Leah Richardson,76
Susan Brooks,71
Jessica Patel,88
Megan Andersen,96
Ian Curry,54
Ashley Miller,99
Joseph Reese,53
Carrie Brock,56
Marvin Turner,55
Nicholas Long,51
Aaron Brown,85
Krystal Jackson,84
Carol Rodriguez,56
Joseph Brown,84
Mrs. Melinda Williams DDS,98
Jeremy Little,68
Tiffany Morgan,59
Stephen Gray,92
Gregory Clark,71
Kara Chandler DDS,83
Adam Norman,91
Julie Hammond,62
Derek Bennett,57
William Miranda,99
Richard Norman,100
Roberto Holden,63
Jennifer Reed,66
Tyler Smith,68
Michael Jackson,89
Jeffrey Holt,74
Sharon Hicks,68
Karen Spence,84
Amanda Willis,71
Daniel Rowe,80
Samuel Moody,67
Nicole King,100
Dustin Galvan,55
Anthony Norman,62
Miguel Jordan,77
Tina Stephens,97
Lisa Jenkins,53
Linda Hamilton,95
Michael Martinez,80
Cynthia Lewis,53
Thomas Williams,52
Joshua Schultz,51
Nathan May,72
John Nelson,79
Jeffery Henderson,82
Ashley Taylor,51
Michael Jones,71
Bobby Patterson,87
Daniel Young,70
Harold Green,91
Adam Howard,89
Brittney Green,78
Sandra Brooks,67
Joseph Collins,75
Karen Boone,70
Travis Gamble,91
Darryl Tyler,55
April Vazquez,56
Michael Davis,72
Angela Allen,74
Michael Stevens,91
Terry Carter,54
Michael Moore,59
Douglas Sweeney,95
Rebekah Fuller,97
Erik Stephens,91
Erin Cunningham,78
Michael Macias,88
Victoria Kelly,57
Richard Joseph,67
James Graham,74
John Santos,90
Nicole Lopez,55
Jessica Morrow,57
Diane Mills,65
Joseph Farmer,83
Robert Hines,66
Rodney Carter,94
Jason Scott,77
Michael Vargas,86
Kelsey Horton,89
Kayla Owens,53
Ivan Turner,53
Paul Jackson,83
Christopher Morgan,83
Joshua Meza,52
Ms. Monica Hernandez,85
Matthew Pearson,65
Robert Liu,63
Kimberly Glover,96
Jacob James,82
Sarah Smith,83
Jeffrey Thompson,71
Brenda Carroll,53
Randall Thomas,75
Timothy Henderson,100
Kristen Gallagher,55
Nicholas Ramirez,88
Alexander Berg,75
Keith Munoz,52
John Young,97
Carolyn Wallace,100
Laura Pruitt,79
Devin Ibarra,84
Jake Foster,53
Lisa Ramos,79
Matthew Castillo,77
Nicholas Cox,61
Joe Allen,71
Gina Lee,84
Tony Cervantes,89
Benjamin Ward,65
Daniel Wilson,51
Dakota Alexander,90
David Davis,94
Allen Martinez,98
Scott Rogers,68
James Cook,62
Matthew Lee,91
Christina Jenkins,99
April Wolf,65
Darlene Delgado,90
Patricia Gallagher,95
Nicholas Taylor,97
Arthur Tucker,66
Melissa Anderson,63
Lori Flores,89
Ashley Lamb,91
Lori Davis,67
Paige Moore,69
Crystal Benitez,59
Drew Lowe,59
Holly Garcia,95
James Huff,69
Justin Carey,67
Alejandro Santos,90
Christine Tyler,82
Regina Bennett,51
Nathan Welch,66
Travis Davis,84
Barbara Day,77
Heather Robbins,85
Joshua Walsh,94
James Campbell,88
Michelle Ellison,85
Thomas Carter,66
Michelle Myers,97
Rose Simpson,61
Erin Davis,74
Haley Reyes,63
Jill Smith,89
William Navarro,59
Melanie Meyers,83
Brittany Cunningham,88
Michelle Johnson,69
Anthony Morris,93
Matthew Duke,90
Joel Hudson,63
Jeffrey Webb,91
Erica Walker,87
John Thomas,90
Debra Hicks,72
Ann Watson,59
Charles Valenzuela,51
Kenneth Cook,69
Bruce Pearson,62
Daniel Morrison,70
Christine Dunn,56
Dana Huynh,94
Erica Cox MD,80
Gregory Gray,70
Sean Case,72
Elaine Rojas,70
John Escobar,73
David Hill,97
James Elliott,78
Keith Washington,93
Dominique Vincent,88
Amy Lee,92
Luis Henry,78
Madeline Jackson,57
Marcus White,51
Anthony Ramos,82
Rhonda Nguyen,100
Erik Carey,93
Christina Zimmerman,96
Katherine Shannon,55
Benjamin Austin,75
Michael Wright,72
Melissa Yates,54
Kimberly Hanna,74
Margaret Parker,53
Shawn Jones,98
Jennifer Callahan,53
Robert Miller,52
Bethany Martin,76
Jack Armstrong,87
Donna Fischer,59
Eric Mathis,89
Brenda Walsh,83
Kathryn Bell,99
Stephanie Reeves,79
Chris Moreno,63
Stephanie Conley,68
Ethan Salazar,94
Rachel Anderson,79
Robin Hester,96
Evan Johnson,94
Ashley Byrd,68
Steven Munoz,86
Carol Wilson,80
Bianca Faulkner,97
Tony Long,78
Alan Colon,84
Michelle Barrett MD,87
Chad Bennett,59
Nancy Mccarthy,93
Michael Nash,61
Kenneth Lyons,65
Anthony Short,89
Michael Mcdowell,92
Meredith Hall,63
Barbara Cowan,82
Jennifer Hill,52
Matthew Walker,53
Reginald Solis,71
Amber Carey,78
Brett Barnes,87
Shelia Bright,95
Jason Simpson,75
Jacob Guzman,84
Steven Smith,78
John Irwin,83
Barbara Torres,55
Michael Becker,91
John Stone,70
Jesse Smith,67
Tamara Curry,87
Teresa Warner,50
Casey Johnson,91
Carol Harris,68
Keith Murray,80
Angela Brown,70
Amber Castillo,68
Jason Green,91
Philip Mcconnell,75
Jason Davis,84
Mary Hines,51
Donna Wilson,52
Jonathan Smith,62
Annette Davis,74
Monica Meyer,85
Cody Wyatt,86
Tyler Payne,64
Michelle Lopez,81
Edward Johnson,57
Vernon Bell,84
Cheryl Mitchell,60
Tammy Gardner,76
Steven Long,74
Haley Pace,81
Trevor Johnson,77
Randy Foster,58
Steven Tapia,68
Nicole Scott,94
Sara Moore,70
Alex Collier,92
Jennifer James,51
Alexandra Gibson,77
Anne Ferguson,94
Andre Duncan,100
Danny Moore,52
Alexandra Ramos,72
Christian Dudley,93
Mitchell Robertson,53
Rhonda Brown,61
Preston Bell,68
Jennifer Davis,95
Stacy Hill,81
Jonathan Ward,60
Daniel Harris,69
Richard Gillespie,97
Robert Wall,69
Maureen Johnson,72
Douglas Boyd,99
Mathew Barker,79
Michael Roberts,92
Thomas Jones,96
Charles Moran,65
Kelly Jackson,66
Laura Miller,79
Cristina Foster,71
Rebekah Jackson,73
Amber Simpson,92
Linda Rice,87
Wanda Rowland,82
Tracy Davis,63
Curtis Richard,85
Diana Morris,73
Lisa Davis,61
Thomas Bruce,74
Michael Odonnell,79
Timothy Black,84
Terri Harris,84
Kenneth Hall,56
Penny White,96
Mary Dixon,57
Jenna Mitchell,79
Shannon Jackson,67
Martin Miller,84
Krystal Lowe,77
Tanya Dawson,50
Jake Howard,83
Nathaniel Martinez,93
Steven Jones,96
Rodney Livingston,66
Shannon Carroll,67
Daniel Moore,72
Nicholas Jackson,90
Donna Contreras,54
Anthony Ferguson,72
Darlene Banks,88
Matthew Russell,90
Stephen Hill,81
Joseph Warner,63
Christopher Martinez,86
David Wolfe,82
Maria Nelson,75
Courtney Gallagher,56
Matthew Jackson,52
Crystal Wilson,54
Emily Brennan,78
Jamie Stevens,74
Jessica Avery,100
Cheryl Williams,53
Tara Williams,75
David Hale,95
Dr. Matthew Harding,82
Chad Bender,75
Samantha Carr,73
Mr. Melvin Garcia,53
Amy Tyler,95
Donald Campbell,85
Rhonda Barker,99
James Turner,53
Christopher Hill,85
Mrs. Emily Rhodes,77
Erik Mckinney,100
Tina Dunn,71
Jessica Fuller,75
Kurt Phillips,57
Julie Manning,62
Emily Madden,60
Patrick Petty,72
Jaclyn Branch,100
Justin Maldonado,85
Bianca Rojas,53
Joseph Wright,61
Rachel Robertson,85
Eric Schmidt,100
Linda Reynolds,66
Dawn Norman,71
Shari Mckee,100
Michele King,87
William Scott,69
Melinda Burns,64
Edwin Oliver,70
Maureen Wolfe,61
Rachel Hendricks,97
Kevin Davis,96
Raymond White,71
Mr. Thomas Keller,97
Patricia Frost,76
Amy Morales,80
Kevin Price,53
Heidi Dougherty,59
Matthew Bradley,72
Sabrina Moses,86
William Gonzalez,52
Douglas Moore,97
Michael Greer,60
Jennifer Bennett,90
Tracy Werner,71
David Stewart,57
Jennifer Douglas,92
James Collins,86
Connie Hood,52
Steven Palmer,51
Darlene Taylor,71
Meghan Ford,90
John Skinner,67
Jeremy Payne,58
Joel Wagner,99
Derrick Smith,75
Jennifer Lawson,74
Mr. James Smith,62
Zoe Garcia,87
Jessica Delgado,69
James Dickerson,95
Katrina Hoffman,59
Patrick Stein,81
Mario Paul,60
Sydney Baker,78
Stephanie Jones,79
Kimberly Miller,91
Matthew Solis,59
Stephen Ward,62
Kevin Boyd,89
Mary Copeland,77
Amy Sanchez,77
Clifford Adams,58
Benjamin Tran,57
Dillon Cruz,83
Wanda Dunn,74
Joshua Moore,72
Donald Norton,98
Andrew Johnson,81
Lauren Maxwell,85
Angela Davenport,96
Sarah Morton,86
Steven Greene,92
Stacey Lopez,65
Deanna Dixon,84
James Chan,90
Jose Turner,98
Scott Barry,72
Jessica Prince,91
Jaime Mercado,76
Casey Griffin,67
Holly Golden,98
Thomas Rose,67
Jennifer Fowler,89
Heather Hernandez,50
Kathleen Woods,90
Patrick Fuentes,90
Antonio Hines,89
Lisa Mitchell,73
Carl Love,81
Andrea Bowman,66
Jonathan Stokes,60
Eugene Combs,100
Julie Perkins,99
Nathan Castro,70
Natasha Collins,52
Christopher Mcclure,73
Bianca Greene,95
Michael Hardin,97
Amber Medina,57
Justin Reese,81
David Long,97
Dr. Daniel Hernandez MD,100
Jordan Ramos,90
Logan Casey,64
Ronald Edwards,71
Brittany Fields,95
Kayla Miles,56
Jennifer Davis,91
Ronald Weaver,90
Cathy Hart,52
Jacob Campbell,50
Lisa Pope,59
Taylor Burns,82
Ryan Carter,65
Robert Garcia,58
Sharon Peters,94
Dr. Theodore Wilson MD,58
Tammy French,58
Kathryn Ward,50
William Wilson,56
Emma Hanson,85
Charles Smith,51
Angelica Cox,95
Michael Davis,89
Natalie Becker,86
Levi Dean,51
Jose Alvarado,86
Jose Edwards,72
Stephanie Miller,92
Donald Walker,68
Timothy Schneider,78
April Allen,56
Kaitlyn Hernandez,79
Olivia Murphy,93
Suzanne Cooper,57
Christine Herrera,100
Steven Cunningham,54
Thomas Kelly,94
Timothy Chase,53
Tara Black,84
John Wilson,82
Alan Gordon,87
Austin Garza,93
Tyler Munoz,89
Sarah Lawson,80
Randy Simmons,55
Sarah Pace,100
Vincent Waller,65
Todd Hoover,95
Christopher Faulkner,79
Rachel Pacheco,58
Elizabeth Neal DDS,92
Emily White,93
Amber Black,84
Melissa Brown,84
Jake Matthews,100
Donald King,92
Matthew Cannon,87
Karla Reed,68
Thomas Cox,79
Brenda Wagner,57
Christopher Vega,57
Monica Jones,95
Kelli Jackson,88
Kelsey Knight,50
Christopher Hancock,78
Rose Swanson,64
Carolyn Franco,87
Mr. Levi Wright III,70
Tracey Gentry,64
Shelby Perez,75
Brandon Taylor,79
Bridget Day,96
Tina Hubbard,59
Joshua Berry,50
Thomas Tucker,76
Crystal Martin,92
James Morrow,98
Michael Torres,50
Claire Sandoval,82
George Cole,65
Monica Black,52
John Delacruz,67
Kelly Bennett,54
Julie Wright,65
Carlos Jenkins,96
Eddie Martinez,76
Christopher Mcdaniel,56
Angela Carter,84
Lacey Moore,52
Kelly Jackson,83
Tracy Mcpherson,95
Anne Paul,73
Paige Liu,59
Casey Kirk,78
Robert Stone,87
Kathryn Barber PhD,99
April Crawford,99
Alexis Garcia,96
Julia Huff,51
Allen Bryan,82
Glenn Blankenship,85
Robert Mitchell,87
Gary Campbell,61
Chad Perez,75
Natalie Rowe,55
Wanda Davis,55
Barbara Martin,51
Michael Herrera,73
Brittany Porter,56
Tiffany Young,74
Johnny Gonzalez,69
Brittany Cooper,91
Brett Estes DVM,70
Cathy Phillips MD,76
Sheila Herring,74
Kimberly Turner,73
Victoria Knight,90
Brenda Good,76
Taylor Bryant,95
Lisa Thomas,58
Richard Lee,64
Virginia Frazier,99
Morgan Hunter,77
Robert Martinez,54
Larry Burnett,85
Robert Singleton,73
Stephen Gomez,54
Andrew Davis,67
Wendy Robbins,55
Jessica Estrada,66
Brian Clark,67
Richard Smith,50
Paul Kennedy,99
John Williams MD,76
Kristen Orr,96
Jerry Terry,99
Michael Wright,67
Jamie White,71
Jesus Williams,86
Douglas Chandler,95
Michael Wright,94
Travis Hanson,81
Cameron Wu,60
William Walker,62
Alyssa Jackson,56
Audrey Dillon,51
Marcia Thompson,78
Richard Moore,67
Dorothy Carpenter,64
Michael Moore,59
Emily Suarez,81
James Morris,90
Craig Trevino,99
John Gonzales,78
Linda Williams,78
Melanie Sanchez,77
Anna Johnson,71
Christopher Rivera,85
Daniel Mccarthy,51
Gina Gonzales,62
Brandon Brennan,63
Susan Anthony,60
Paul Meadows,62
Emily Chapman,100
Melissa Shaw,68
Dr. Maria Smith,83
Heather Stokes,50
Susan Hale,95
Gerald Rasmussen,55
Rachel Heath,53
Shane Clark,71
Danielle Key,52
Ashley English,55
Roger Wilson,61
David Sawyer,53
Matthew Schneider,82
William Reynolds,64
Brenda Bass,69
Larry James,79
Kristin Roman,64
Mark Roberts,89
Nicole Mayo,67
William Bryant,59
Lance Shaw,88
Heather Reynolds,100
Nathan Kirk,63
Dawn Stevens,72
Brittany Ramirez,54
Fernando Price,84
Richard Mitchell,81
Michael Reilly,60
Michael Howard,77
James Salazar,54
Melissa Vazquez,90
Ann Nguyen,74
Adam Cooper,79
Rhonda Conner,51
Shannon Solomon,82
Jonathan Ballard,64
Sydney Avila,82
Anthony Rodriguez,79
Elizabeth Jones,75
Ryan Waters,85
Laura Norton,63
Christopher Ramirez,85
Mary Kaufman,81
Makayla Price,80
Jeffrey Ellis,50
John Moody,73
Chris Maxwell,55
Anthony Durham,51
Michael White,55
Lori Garza,84
Beth Price,71
David Hudson,63
Kelsey Kidd,85
Marc Rowland,98
Nicole Werner,51
Jordan Ferrell,98
Michelle Gibbs,57
John Farmer,71
Gabriela Schmidt,85
Kyle Randall,100
Tamara Flores,68
Penny Vaughn,71
Matthew Smith,87
James Griffin,90
Nancy Williams,82
Timothy Smith,60
Austin Conley,87
Christopher Long,66
Jessica Contreras,85
Brendan Mason,69
Timothy Butler,59
Tammy Mendoza,74
Amanda Richard,83
Deborah Skinner,74
Kelly Guerrero,95
Jeremy Hernandez,61
James Jackson,99
Sarah Russell,78
Isaac Walton,99
John Stanley,82
Ronald Lawrence,98
Donald Hood,75
Patricia Roman,87
Peter Smith,55
Leslie Edwards,94
Craig Young,52
Samuel Yoder,70
Garrett Garcia,80
Scott Watson,54
Hannah Walsh,97
Thomas Foley,98
Andrew Wade,70
Crystal Gonzalez,57
Gail Wallace,53
Alexander Black,64
Bonnie Gillespie,70
James Adkins,73
James Parker,75
Christina Long,69
Daniel Vaughn PhD,75
Tricia Benton,93
Joshua Jenkins,99
Walter Edwards,64
Alan Choi,52
Andrew Bailey,61
Ryan Gaines,67
Shannon Spencer,75
Rebecca Watson,65
Melanie Diaz,63
Cassandra Martin,83
Evan Rodriguez,69
Christopher Baker,72
Beth Ho,55
Andrew Anderson,97
Taylor Diaz,78
Robert Beck,87
Sabrina Johnson,99
Maureen Ortiz,98
Mrs. Tara Rosales,99
Brian Schmidt,63
Phillip Moore,56
Brandon Romero,51
Drew Holmes,50
Harold Smith,66
Julia Hill,58
Sharon Hoffman,91
Amy Jackson,62
Meghan Weaver,83
Kimberly Lopez,84
Xavier Bradley,79
Erica Beard,51
Anita Cruz,99
Mrs. Lindsey Harrington,80
John Thomas,91
Elizabeth Wilson,55
Preston Cardenas,63
Nicholas Clark,61
Sean Melendez,96
Benjamin Davis,80
Ashley Owens,89
Michael Thornton,67
Anthony Baldwin,83
Jennifer Shea,98
Rodney Stone,61
Julie George,70
Nicholas Myers,63
Alicia Smith,87
Nathan Wilson MD,72
Lori Vasquez,82
Amanda Butler,50
Laura Garcia,84
Linda Parker,99
Erin Horn,85
Kathleen Nunez,97
Monica Holt,83
Rebecca Tucker,74
Sara Erickson,83
Kathryn Walter,57
Stanley Figueroa,71
Ronald Turner,60
Jennifer Patterson,87
Abigail Weaver,67
Larry Marsh,65
Antonio Martin,91
David Ruiz,92
Jason Clay,51
Kari Perry,80
Erica Morales,62
Jeffrey Levy,95
Carol Lin,74
April Fernandez,59
Joseph Dunn,80
Megan Barber,82
Kelly Yu,58
Dr. Joshua Bridges,67
Shannon Stewart,52
Candice Hobbs,91
Anna Johnson,71
Mary Young,75
Amanda Chan,98
Blake Rush,50
Gina Johnson,68
Donna Gonzalez,94
Amy Moore,76
Michelle Jackson,80
Vanessa Wilson,58
Victoria Carter,90
Cory Mcmahon,56
Mrs. Ana Proctor DVM,58
Amanda Haynes,84
Christopher Ballard,97
Natalie Dean,86
Mr. Mark Bell,92
Jonathan Sanchez,85
Richard Ortiz,97
Renee Boyer,95
Tracy Roberts,81
Rhonda Campbell,50
Carol Farrell,53
Samantha Rodriguez,93
Annette Price,89
Kimberly Johnston,74
Jesus Sanchez,64
David Gill,77
Randy Hays,90
Janet Thomas,65
Brendan Jones,68
Sheri Jones,76
Nancy Fields,72
David Miller,92
Ashley Perez,60
Samantha Johnson,86
Shannon White,82
Jessica Perkins,99
Ryan Smith,56
Mathew Jones,52
Erik Franklin,70
James Jones,68
Scott Bates,81
Anthony Smith,73
Gloria Kim,82
Gloria Gates MD,57
Robert Lane,66
Jerry Barker,94
Daniel Martinez,54
Patricia Harris,66
Tonya Miller,68
Jessica Watts,83
Cynthia Taylor,56
Lisa Baker,62
Daniel Perry,61
John Wells,93
Dr. James Carrillo,56
Hannah Skinner,96
Roberto Jackson,65
Derrick Hood,88
Stacey Fitzpatrick,88
Michael Moore,97
Courtney Garcia,79
Alicia Edwards,87
Louis Andrade,76
Howard Morris,75
Mary Hamilton,54
Joshua Klein,97
Michael Franklin,69
Daniel Rodgers,55
Morgan Gates,57
Bobby Matthews,58
Mitchell Smith,71
Erica Chen,53
Eric Jacobson,86
John Carpenter,74
Manuel Keller,82
Adriana Hayes,71
Jacob Smith,83
Kimberly Walters,93
Jared Short,63
Kimberly Garcia,92
Adrienne May,98
Stacy Pope,86
John Williams,64
Rachel Bailey,75
Tammy Hogan,61
Kelly Moore,87
Christine Peters,79
David Lawson,50
Shawn Johnson,55
Audrey Alexander,85
Nicholas Bray,98
Dominic Murphy,55
Melissa Cervantes,56
Thomas Thornton,91
Jill Owens,85
Shelby Wagner,88
Gabriela Moore,81
William Wiley,95
Paul Harvey,93
Lisa Marks,70
Barbara Baker,81
Crystal Mccoy,96
Samantha Nguyen,66
Holly Collins MD,64
Amanda Gallagher,87
Dawn Garcia,77
Dustin Soto,69
Rachel Hudson,56
David Jones,61
Melissa Hunter,67
Jessica Clark,78
Joseph Smith,70
James Powell,73
Adam Garcia,78
Stephanie Conner,93
Marie Moore,54
Victoria Fleming,76
Julie Adams,80
Michele Wilson,75
Theresa Thomas,51
Timothy Torres,93
Jessica Hoover,71
Valerie Kelly,69
Julie Nelson,67
Brenda Warner,65
Rhonda Hall,56
Kathleen Smith,64
Anthony Dickerson,76
Thomas Perez,100
Diana Roberts,88
Diana Montgomery,81
Susan King,55
Rebecca Gonzales,65
Carrie Garcia,88
Michelle Lee,67
Stacy Barber,68
Jennifer Campbell,56
Gabrielle Strickland,64
Lauren Warren,89
David Gallagher,67
John Bishop,74
William Zuniga,55
Jason Barker,69
Gerald Simon,56
Stephanie Wilson,79
James Glover,52
Robert Freeman,50
Charles Ortiz,99
Maria Colon,86
Christopher Liu,59
Stephen Klein,93
Tina Carey,84
Michael Perez,65
Barbara Johnson,54
Eric Miller,76
Dawn Lowe,69
Kenneth Hill,73
Benjamin Frazier,90
Lauren Mcdaniel,92
Philip Nelson,75
Angela Knox,90
Anthony Cochran,99
Nicholas Briggs,90
William Ramirez,79
Denise Dalton,87
Brian Thompson,63
Russell Duarte,63
Don Evans Jr.,91
Bobby Anderson,68
Alex Wilkinson,61
Jill Rodriguez,50
Miss Cindy Ford,56
Harold Garcia,87
Karen Glover,100
Dr. Thomas Barrera MD,63
